comments_before_basetime,comments_24_basetime,comments_48_24,comments_publ_24,Diff_52_53,links_before_basetime,links_24_basetime,links_48_24,links_publ_24,diff_8_7,Target
5,2,0,3,2,1,0,0,1,0,
1,1,0,1,1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
37,37,0,37,37,1,1,0,1,1,
8,0,1,7,-1,1,0,0,1,0,
84,3,38,80,-35,0,0,0,0,0,
2,1,1,2,0,0,0,0,0,0,
3,1,2,3,-1,0,0,0,0,0,
54,17,37,41,-20,1,0,1,1,-1,
8,8,0,8,8,0,0,0,0,0,
2,0,1,2,-1,0,0,0,0,0,
4,1,1,3,0,0,0,0,0,0,
55,1,17,41,-16,1,0,0,1,0,
20,20,0,20,20,1,1,0,1,1,
8,0,8,8,-8,0,0,0,0,0,
22,2,20,20,-18,2,1,1,1,0,
23,23,0,23,23,6,6,0,6,6,
8,0,0,8,0,0,0,0,0,0,
22,0,2,20,-2,2,0,1,1,-1,
25,2,23,25,-21,6,0,6,6,-6,
25,0,2,25,-2,6,0,0,6,0,
2,2,0,2,2,2,2,0,2,2,
3,1,2,3,-1,2,0,2,2,-2,
135,135,0,135,135,6,6,0,6,6,
3,0,1,3,-1,2,0,0,2,0,
136,1,135,136,-134,6,0,6,6,-6,
6,6,0,6,6,0,0,0,0,0,
136,0,1,136,-1,6,0,0,6,0,
9,9,0,9,9,0,0,0,0,0,
7,1,6,7,-5,0,0,0,0,0,
595,586,9,333,577,2,2,0,1,2,
9,2,1,7,1,0,0,0,0,0,
608,13,586,333,-573,4,2,2,1,0,
56,56,0,56,56,0,0,0,0,0,
88,32,56,88,-24,3,3,0,3,3,
182,182,0,182,182,2,2,0,2,2,
95,95,0,95,95,1,1,0,1,1,
1,1,0,1,1,0,0,0,0,0,
72,72,0,72,72,1,1,0,1,1,
88,0,32,88,-32,3,0,3,3,-3,
185,3,182,185,-179,2,0,2,2,-2,
126,31,95,126,-64,2,1,1,2,0,
1,0,1,1,-1,0,0,0,0,0,
85,13,72,73,-59,2,1,1,2,0,
185,0,3,185,-3,2,0,0,2,0,
126,0,31,126,-31,2,0,1,2,-1,
1,0,0,1,0,0,0,0,0,0,
87,2,13,73,-11,2,0,1,2,-1,
68,68,0,68,68,3,3,0,3,3,
150,150,0,150,150,0,0,0,0,0,
68,0,68,68,-68,3,0,3,3,-3,
63,63,0,63,63,4,4,0,4,4,
159,9,150,159,-141,0,0,0,0,0,
68,0,0,68,0,3,0,0,3,0,
71,8,63,66,-55,5,1,4,4,-3,
160,1,9,159,-8,0,0,0,0,0,
14,14,0,14,14,1,1,0,1,1,
71,0,8,66,-8,5,0,1,4,-1,
14,0,14,14,-14,2,1,1,1,0,
14,0,0,14,0,2,0,1,1,-1,
12,12,0,12,12,0,0,0,0,0,
379,379,0,379,379,4,4,0,4,4,
8,8,0,8,8,0,0,0,0,0,
14,2,12,12,-10,1,1,0,0,1,
6,6,0,6,6,1,1,0,1,1,
630,251,379,611,-128,4,0,4,4,-4,
8,0,8,8,-8,0,0,0,0,0,
175,175,0,175,175,2,2,0,2,2,
14,0,2,12,-2,1,0,1,0,-1,
10,4,6,10,-2,1,0,1,1,-1,
639,9,251,611,-242,4,0,0,4,0,
8,0,0,8,0,0,0,0,0,0,
279,104,175,277,-71,6,4,2,5,2,
10,0,4,10,-4,2,1,0,1,1,
279,0,104,277,-104,6,0,4,5,-4,
164,164,0,164,164,3,3,0,3,3,
164,0,164,164,-164,3,0,3,3,-3,
164,0,0,164,0,3,0,0,3,0,
5,5,0,5,5,0,0,0,0,0,
6,1,5,6,-4,0,0,0,0,0,
6,0,1,6,-1,0,0,0,0,0,
211,211,0,211,211,6,6,0,6,6,
211,0,211,211,-211,8,2,6,6,-4,
211,0,0,211,0,8,0,2,6,-2,
1,1,0,1,1,0,0,0,0,0,
14,13,1,14,12,3,3,0,3,3,
17,3,13,14,-10,5,2,3,3,-1,
6,6,0,6,6,1,1,0,1,1,
6,0,6,6,-6,1,0,1,1,-1,
32,32,0,32,32,3,3,0,3,3,
6,0,0,6,0,1,0,0,1,0,
33,1,32,32,-31,3,0,3,3,-3,
33,0,1,32,-1,3,0,0,3,0,
1,1,0,1,1,1,0,0,1,0,
66,66,0,66,66,3,3,0,3,3,
1,0,1,1,-1,1,0,0,1,0,
171,171,0,171,171,2,2,0,2,2,
69,3,66,68,-63,6,3,3,5,0,
1,0,0,1,0,1,0,0,1,0,
174,3,171,172,-168,2,0,2,2,-2,
70,1,3,68,-2,7,1,3,5,-2,
2,2,0,2,2,0,0,0,0,0,
174,0,3,172,-3,2,0,0,2,0,
109,109,0,109,109,1,1,0,1,1,
8,6,2,8,4,1,1,0,1,1,
327,218,109,307,109,2,1,1,2,0,
8,0,6,8,-6,1,0,1,1,-1,
334,7,218,307,-211,3,1,1,2,0,
36,36,0,36,36,1,1,0,1,1,
83,47,36,83,11,1,0,1,1,-1,
87,4,47,83,-43,1,0,0,1,0,
224,224,0,224,224,1,1,0,1,1,
271,47,224,268,-177,1,0,1,1,-1,
275,4,47,268,-43,4,3,0,1,3,
107,107,0,107,107,2,2,0,2,2,
0,0,0,0,0,3,3,0,3,3,
111,4,107,111,-103,3,1,2,2,-1,
0,0,0,0,0,4,1,3,3,-2,
205,205,0,205,205,5,5,0,5,5,
117,6,4,111,2,3,0,1,2,-1,
0,0,0,0,0,4,0,1,3,-1,
210,5,205,206,-200,5,0,5,5,-5,
166,166,0,166,166,1,1,0,1,1,
212,2,5,206,-3,5,0,0,5,0,
170,4,166,169,-162,1,0,1,1,-1,
170,0,4,169,-4,1,0,0,1,0,
7,7,0,7,7,1,1,0,1,1,
21,14,7,7,7,3,2,1,1,1,
7,7,0,7,7,0,0,0,0,0,
21,0,14,7,-14,3,0,2,1,-2,
8,1,7,8,-6,0,0,0,0,0,
11,11,0,11,11,1,1,0,1,1,
10,2,1,8,1,0,0,0,0,0,
75,75,0,75,75,1,1,0,1,1,
162,151,11,145,140,2,1,1,2,0,
82,7,75,80,-68,1,0,1,1,-1,
18,18,0,18,18,0,0,0,0,0,
163,1,151,145,-150,2,0,1,2,-1,
83,1,7,80,-6,1,0,0,1,0,
21,3,18,18,-15,0,0,0,0,0,
85,85,0,85,85,2,2,0,2,2,
206,206,0,206,206,1,1,0,1,1,
23,2,3,18,-1,0,0,0,0,0,
98,13,85,94,-72,3,1,2,3,-1,
265,59,206,247,-147,2,1,1,1,0,
99,1,13,94,-12,3,0,1,3,-1,
50,50,0,50,50,1,1,0,1,1,
295,30,59,247,-29,3,1,1,1,0,
9,9,0,9,9,0,0,0,0,0,
103,53,50,100,3,1,0,1,1,-1,
9,9,0,9,9,0,0,0,0,0,
15,6,9,14,-3,1,1,0,1,1,
103,0,53,100,-53,1,0,0,1,0,
12,3,9,10,-6,0,0,0,0,0,
18,3,6,14,-3,1,0,1,1,-1,
12,0,3,10,-3,0,0,0,0,0,
1,1,0,1,1,1,1,0,1,1,
5,4,1,5,3,1,0,1,1,-1,
6,1,4,5,-3,2,1,0,1,1,
6,0,1,5,-1,2,0,1,1,-1,
9,9,0,9,9,0,0,0,0,0,
20,11,9,16,2,2,2,0,1,2,
21,1,11,16,-10,3,1,2,1,-1,
6,6,0,6,6,2,2,0,2,2,
6,0,6,6,-6,2,0,2,2,-2,
1,1,0,1,1,0,0,0,0,0,
1,1,0,1,1,1,1,0,1,1,
6,0,0,6,0,2,0,0,2,0,
2,1,1,2,0,0,0,0,0,0,
5,4,1,4,3,2,1,1,1,0,
2,0,1,2,-1,0,0,0,0,0,
8,3,4,4,-1,2,0,1,1,-1,
2,2,0,2,2,0,0,0,0,0,
5,5,0,5,5,3,3,0,3,3,
5,5,0,5,5,5,4,1,5,3,
2,0,2,2,-2,0,0,0,0,0,
5,0,5,5,-5,3,0,3,3,-3,
5,0,5,5,-5,5,0,4,5,-4,
8,8,0,8,8,1,1,0,1,1,
2,0,0,2,0,0,0,0,0,0,
5,0,0,5,0,3,0,0,3,0,
5,0,0,5,0,5,0,0,5,0,
111,103,8,99,95,2,1,1,2,0,
131,20,103,99,-83,3,1,1,2,0,
10,10,0,10,10,1,1,0,1,1,
38,28,10,38,18,4,3,1,4,2,
38,0,28,38,-28,4,0,3,4,-3,
2,2,0,2,2,1,1,0,1,1,
2,0,2,2,-2,1,0,1,1,-1,
2,0,0,2,0,1,0,0,1,0,
10,10,0,10,10,2,2,0,2,2,
87,87,0,87,87,1,1,0,1,1,
12,2,10,12,-8,2,0,2,2,-2,
149,62,87,149,-25,2,1,1,2,0,
12,0,2,12,-2,2,0,0,2,0,
31,31,0,31,31,2,2,0,2,2,
150,1,62,149,-61,3,1,1,2,0,
8,8,0,8,8,1,1,0,1,1,
33,2,31,32,-29,2,0,2,2,-2,
63,55,8,60,47,2,1,1,2,0,
39,39,0,39,39,2,2,0,2,2,
33,0,2,32,-2,2,0,0,2,0,
25,25,0,25,25,2,2,0,2,2,
68,5,55,60,-50,2,0,1,2,-1,
62,23,39,61,-16,2,0,2,2,-2,
92,92,0,92,92,0,0,0,0,0,
26,1,25,26,-24,2,0,2,2,-2,
63,1,23,61,-22,2,0,0,2,0,
93,1,92,93,-91,0,0,0,0,0,
26,0,1,26,-1,2,0,0,2,0,
1,1,0,1,1,1,1,0,1,1,
87,87,0,87,87,4,4,0,4,4,
93,0,1,93,-1,0,0,0,0,0,
5,5,0,5,5,0,0,0,0,0,
3,2,1,2,1,1,0,1,1,-1,
92,5,87,92,-82,4,0,4,4,-4,
6,1,5,5,-4,1,1,0,1,1,
3,0,2,2,-2,1,0,0,1,0,
92,0,5,92,-5,5,1,0,4,1,
6,0,1,5,-1,2,1,1,1,0,
6,6,0,6,6,1,1,0,1,1,
8,2,6,6,-4,1,0,1,1,-1,
152,152,0,152,152,2,2,0,2,2,
10,2,2,6,0,1,0,0,1,0,
290,138,152,288,-14,4,2,2,4,0,
320,320,0,320,320,0,0,0,0,0,
290,0,138,288,-138,4,0,2,4,-2,
340,20,320,324,-300,2,2,0,1,2,
1,1,0,1,1,0,0,0,0,0,
341,1,20,324,-19,2,0,2,1,-2,
69,69,0,69,69,1,1,0,1,1,
1,0,1,1,-1,0,0,0,0,0,
77,8,69,72,-61,1,0,1,1,-1,
1,0,0,1,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
79,2,8,72,-6,1,0,0,1,0,
9,5,4,9,1,0,0,0,0,0,
9,0,5,9,-5,0,0,0,0,0,
37,37,0,37,37,2,2,0,2,2,
60,23,37,50,-14,2,0,2,2,-2,
4,4,0,4,4,0,0,0,0,0,
64,4,23,50,-19,3,1,0,2,1,
0,0,0,0,0,1,1,0,1,1,
24,20,4,24,16,1,1,0,1,1,
0,0,0,0,0,1,0,1,1,-1,
32,8,20,24,-12,1,0,1,1,-1,
36,36,0,36,36,2,2,0,2,2,
0,0,0,0,0,1,0,0,1,0,
2,2,0,2,2,0,0,0,0,0,
46,10,36,42,-26,2,0,2,2,-2,
83,81,2,83,79,1,1,0,1,1,
53,7,10,42,-3,2,0,0,2,0,
87,4,81,83,-77,1,0,1,1,-1,
12,12,0,12,12,1,1,0,1,1,
31,31,0,31,31,4,4,0,4,4,
97,10,4,83,6,1,0,0,1,0,
5,5,0,5,5,0,0,0,0,0,
18,6,12,14,-6,2,1,1,1,0,
35,4,31,33,-27,4,0,4,4,-4,
73,68,5,72,63,2,2,0,2,2,
19,19,0,19,19,0,0,0,0,0,
19,1,6,14,-5,2,0,1,1,-1,
41,6,4,33,2,5,1,0,4,1,
73,0,68,72,-68,3,1,2,2,-1,
34,15,19,31,-4,0,0,0,0,0,
35,1,15,31,-14,1,1,0,0,1,
6,6,0,6,6,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
9,3,6,9,-3,2,2,0,0,2,
1,0,1,1,-1,1,1,0,0,1,
9,0,3,9,-3,2,0,2,0,-2,
24,24,0,24,24,0,0,0,0,0,
3,2,0,1,2,1,0,1,0,-1,
109,85,24,109,61,4,4,0,4,4,
112,3,85,109,-82,5,1,4,4,-3,
3,3,0,3,3,0,0,0,0,0,
19,19,0,19,19,1,1,0,1,1,
4,1,3,4,-2,0,0,0,0,0,
45,26,19,45,7,2,1,1,2,0,
4,0,1,4,-1,0,0,0,0,0,
13,13,0,13,13,1,1,0,1,1,
50,5,26,45,-21,2,0,1,2,-1,
4,4,0,4,4,0,0,0,0,0,
34,21,13,32,8,2,1,1,2,0,
5,1,4,4,-3,0,0,0,0,0,
35,1,21,32,-20,2,0,1,2,-1,
5,0,1,4,-1,0,0,0,0,0,
10,10,0,10,10,0,0,0,0,0,
8,8,0,8,8,4,4,0,4,4,
15,5,10,15,-5,0,0,0,0,0,
15,7,8,14,-1,5,1,4,5,-3,
15,0,5,15,-5,0,0,0,0,0,
15,0,7,14,-7,5,0,1,5,-1,
292,292,0,292,292,11,11,0,11,11,
302,10,292,296,-282,11,0,11,11,-11,
85,85,0,85,85,1,1,0,1,1,
307,5,10,296,-5,11,0,0,11,0,
86,1,85,86,-84,1,0,1,1,-1,
62,62,0,62,62,2,2,0,2,2,
86,0,1,86,-1,1,0,0,1,0,
62,0,62,62,-62,2,0,2,2,-2,
4,4,0,4,4,1,1,0,1,1,
62,0,0,62,0,2,0,0,2,0,
3,3,0,3,3,0,0,0,0,0,
4,0,4,4,-4,1,0,1,1,-1,
1,1,0,1,1,1,1,0,1,1,
18,15,3,18,12,1,1,0,1,1,
63,63,0,63,63,3,2,1,3,1,
4,0,0,4,0,1,0,0,1,0,
2,1,1,2,0,1,0,1,1,-1,
136,136,0,136,136,3,3,0,3,3,
24,6,15,18,-9,1,0,1,1,-1,
65,2,63,65,-61,3,0,2,3,-2,
19,19,0,19,19,3,3,0,3,3,
5,5,0,5,5,0,0,0,0,0,
2,0,1,2,-1,1,0,0,1,0,
141,5,136,138,-131,3,0,3,3,-3,
2,2,0,2,2,0,0,0,0,0,
65,0,2,65,-2,3,0,0,3,0,
19,0,19,19,-19,3,0,3,3,-3,
114,109,5,96,104,1,1,0,1,1,
141,0,5,138,-5,3,0,0,3,0,
8,8,0,8,8,1,1,0,1,1,
3,1,2,3,-1,0,0,0,0,0,
19,0,0,19,0,3,0,0,3,0,
114,0,109,96,-109,1,0,1,1,-1,
134,126,8,134,118,12,11,1,12,10,
3,0,1,3,-1,0,0,0,0,0,
135,1,126,134,-125,12,0,11,12,-11,
1,1,0,1,1,0,0,0,0,0,
4,4,0,4,4,3,3,0,3,3,
2,1,1,2,0,1,1,0,1,1,
4,0,4,4,-4,3,0,3,3,-3,
6,6,0,6,6,1,1,0,1,1,
3,1,1,2,0,1,0,1,1,-1,
6,2,0,4,2,3,0,0,3,0,
10,10,0,10,10,1,1,0,1,1,
10,4,6,6,-2,1,0,1,1,-1,
5,5,0,5,5,0,0,0,0,0,
11,1,10,10,-9,2,1,1,1,0,
11,1,4,6,-3,2,1,0,1,1,
140,140,0,140,140,0,0,0,0,0,
5,0,5,5,-5,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
11,0,1,10,-1,2,0,1,1,-1,
159,19,140,149,-121,0,0,0,0,0,
5,0,0,5,0,0,0,0,0,0,
21,21,0,21,21,8,8,0,8,8,
53,47,6,49,41,0,0,0,0,0,
127,127,0,127,127,2,2,0,2,2,
159,0,19,149,-19,0,0,0,0,0,
1,1,0,1,1,2,2,0,2,2,
24,3,21,21,-18,8,0,8,8,-8,
54,1,47,49,-46,0,0,0,0,0,
143,143,0,143,143,2,2,0,2,2,
239,112,127,233,-15,3,1,2,3,-1,
2,1,1,2,0,4,2,2,4,0,
6,6,0,6,6,2,2,0,2,2,
24,0,3,21,-3,8,0,0,8,0,
146,3,143,144,-140,2,0,2,2,-2,
240,1,112,233,-111,3,0,1,3,-1,
2,0,1,2,-1,4,0,2,4,-2,
9,3,6,8,-3,2,0,2,2,-2,
18,18,0,18,18,2,2,0,2,2,
146,0,3,144,-3,2,0,0,2,0,
6,6,0,6,6,5,2,3,5,-1,
2,2,0,2,2,0,0,0,0,0,
4,2,0,2,2,4,0,0,4,0,
9,0,3,8,-3,2,0,0,2,0,
19,1,18,19,-17,2,0,2,2,-2,
6,0,6,6,-6,5,0,2,5,-2,
285,283,2,284,281,5,5,0,5,5,
19,0,1,19,-1,2,0,0,2,0,
7,7,0,7,7,1,1,0,1,1,
6,0,0,6,0,5,0,0,5,0,
291,6,283,284,-277,5,0,5,5,-5,
8,1,7,7,-6,1,0,1,1,-1,
8,0,1,7,-1,1,0,0,1,0,
91,91,0,91,91,7,7,0,7,7,
93,2,91,91,-89,7,0,7,7,-7,
4,4,0,4,4,2,2,0,2,2,
38,38,0,38,38,1,1,0,1,1,
95,2,2,91,0,8,1,0,7,1,
6,2,4,5,-2,2,0,2,2,-2,
76,38,38,67,0,1,0,1,1,-1,
6,0,2,5,-2,3,1,0,2,1,
79,3,38,67,-35,1,0,0,1,0,
15,15,0,15,15,5,5,0,5,5,
17,2,15,16,-13,5,0,5,5,-5,
18,1,2,16,-1,5,0,0,5,0,
35,35,0,35,35,1,1,0,1,1,
37,2,35,37,-33,2,1,1,1,0,
37,0,2,37,-2,2,0,1,1,-1,
4,4,0,4,4,1,1,0,1,1,
5,1,4,5,-3,1,0,1,1,-1,
5,5,0,5,5,2,2,0,2,2,
5,0,1,5,-1,1,0,0,1,0,
7,2,5,6,-3,3,1,2,3,-1,
7,0,2,6,-2,3,0,1,3,-1,
122,122,0,122,122,10,10,0,10,10,
60,60,0,60,60,2,2,0,2,2,
9,9,0,9,9,1,1,0,1,1,
167,45,122,158,-77,11,1,10,11,-9,
65,5,60,60,-55,2,0,2,2,-2,
12,3,9,10,-6,2,1,1,1,0,
167,0,45,158,-45,11,0,1,11,-1,
65,0,5,60,-5,2,0,0,2,0,
16,4,3,10,1,2,0,1,1,-1,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,1,2,0,0,0,0,0,
2,0,2,1,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,1,0,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
5,1,4,5,-3,0,0,0,0,0,
5,0,1,5,-1,0,0,0,0,0,
9,9,0,9,9,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
11,2,9,11,-7,1,1,0,0,1,
2,2,0,2,2,0,0,0,0,0,
11,0,2,11,-2,1,0,1,0,-1,
5,3,2,2,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
3,2,1,3,1,0,0,0,0,0,
3,0,2,3,-2,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
2,0,1,1,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
3,2,1,1,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
10,10,0,10,10,0,0,0,0,0,
10,0,10,10,-10,0,0,0,0,0,
12,2,0,10,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
7,1,6,6,-5,0,0,0,0,0,
8,1,1,6,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
